,Order Date,sales
377,2012-01-13,7106.17
378,2012-01-14,2041.0230000000001
379,2012-01-15,0.0
380,2012-01-16,8370.402
381,2012-01-17,6562.9130000000005
382,2012-01-18,4541.032
383,2012-01-19,3370.9544
384,2012-01-20,3578.8797
385,2012-01-21,1382.57
386,2012-01-22,1493.13
387,2012-01-23,9669.3469
388,2012-01-24,3226.72
389,2012-01-25,3514.215
390,2012-01-26,3413.5885
391,2012-01-27,9422.532
392,2012-01-28,7629.48984
393,2012-01-29,876.66
394,2012-01-30,3633.518
395,2012-01-31,1245.663
396,2012-02-01,1655.2549
397,2012-02-02,11630.772
398,2012-02-03,957.816
399,2012-02-04,4976.20924
400,2012-02-05,396.84
401,2012-02-06,8730.321
402,2012-02-07,4020.95
403,2012-02-08,2318.80634
404,2012-02-09,4527.562
405,2012-02-10,3683.7683
406,2012-02-11,203.928
407,2012-02-12,156.54
408,2012-02-13,4968.7556
409,2012-02-14,4814.3652
410,2012-02-15,5439.31
411,2012-02-16,1259.6346
412,2012-02-17,1518.394
413,2012-02-18,5537.5228
414,2012-02-19,175.8
415,2012-02-20,2677.594
416,2012-02-21,4677.513
417,2012-02-22,2871.958
418,2012-02-23,4379.1314999999995
419,2012-02-24,3960.5175
420,2012-02-25,3307.15
421,2012-02-26,0.0
422,2012-02-27,7574.4800000000005
423,2012-02-28,3048.877
424,2012-02-29,1040.446
425,2012-03-01,3912.28452
426,2012-03-02,10722.619999999999
427,2012-03-03,625.0500000000001
428,2012-03-04,0.0
429,2012-03-05,8252.424
430,2012-03-06,5920.861
431,2012-03-07,8466.048999999999
432,2012-03-08,4857.2925
433,2012-03-09,3455.53676
434,2012-03-10,1169.653
435,2012-03-11,381.84
436,2012-03-12,4087.2451
437,2012-03-13,4668.912499999999
438,2012-03-14,5567.204900000001
439,2012-03-15,7147.5432
440,2012-03-16,13257.4236
441,2012-03-17,538.503
442,2012-03-18,0.0
443,2012-03-19,11459.7256
444,2012-03-20,17842.2938
445,2012-03-21,4297.802
446,2012-03-22,5868.942
447,2012-03-23,3936.5048
448,2012-03-24,1816.809
449,2012-03-25,0.0
450,2012-03-26,8993.664999999999
451,2012-03-27,7167.215
452,2012-03-28,4451.0828
453,2012-03-29,7350.868
454,2012-03-30,3309.65608
455,2012-03-31,3551.764
456,2012-04-01,510.8958
457,2012-04-02,4606.772
458,2012-04-03,2207.699
459,2012-04-04,2904.12448
460,2012-04-05,9765.98048
461,2012-04-06,7148.48124
462,2012-04-07,6394.754
463,2012-04-08,0.0
464,2012-04-09,3254.542
465,2012-04-10,3481.707
466,2012-04-11,5853.7588
467,2012-04-12,3760.98448
468,2012-04-13,10056.3505
469,2012-04-14,9265.29444
470,2012-04-15,493.05600000000004
471,2012-04-16,14554.1235
472,2012-04-17,5026.78624
473,2012-04-18,8079.10186
474,2012-04-19,7687.61226
475,2012-04-20,6559.79606
476,2012-04-21,1608.866
477,2012-04-22,6675.2339999999995
478,2012-04-23,2668.28288
479,2012-04-24,3334.9658
480,2012-04-25,9519.889
481,2012-04-26,5788.4155
482,2012-04-27,6079.78824
483,2012-04-28,7614.46296
484,2012-04-29,427.688
485,2012-04-30,5722.857
486,2012-05-01,3648.9454
487,2012-05-02,2318.871
488,2012-05-03,5683.18706
489,2012-05-04,10824.71712
490,2012-05-05,1394.5904
491,2012-05-06,1149.10868
492,2012-05-07,11200.05968
493,2012-05-08,10824.805
494,2012-05-09,6777.641
495,2012-05-10,8658.9026
496,2012-05-11,10523.35952
497,2012-05-12,3610.6620000000003
498,2012-05-13,312.45399999999995
499,2012-05-14,6948.14426
500,2012-05-15,10569.8106
501,2012-05-16,8159.34952
502,2012-05-17,8386.745
503,2012-05-18,5269.476
504,2012-05-19,855.705
505,2012-05-20,169.54399999999998
506,2012-05-21,6140.5833
507,2012-05-22,9831.9655
508,2012-05-23,8572.9015
509,2012-05-24,9347.2105
510,2012-05-25,12591.215
511,2012-05-26,2945.4518
512,2012-05-27,11.448
513,2012-05-28,9209.7715
514,2012-05-29,9657.818
515,2012-05-30,5710.8698
516,2012-05-31,17059.5785
517,2012-06-01,9042.4255
518,2012-06-02,6164.8454
519,2012-06-03,178.146
520,2012-06-04,7132.72206
521,2012-06-05,11513.6761
522,2012-06-06,8813.03
523,2012-06-07,7109.7135
524,2012-06-08,9397.2354
525,2012-06-09,3934.5448
526,2012-06-10,3240.8355
527,2012-06-11,13400.62562
528,2012-06-12,11955.748
529,2012-06-13,9580.44396
530,2012-06-14,6869.472
531,2012-06-15,6557.09416
532,2012-06-16,13218.0525
533,2012-06-17,1087.416
534,2012-06-18,14119.3497
535,2012-06-19,15135.0835
536,2012-06-20,13716.881
537,2012-06-21,11013.102200000001
538,2012-06-22,11806.3416
539,2012-06-23,5459.08
540,2012-06-24,331.57
541,2012-06-25,15915.4079
542,2012-06-26,9251.33102
543,2012-06-27,9843.5155
544,2012-06-28,4771.254
545,2012-06-29,12080.7765
546,2012-06-30,3535.9790000000003
547,2012-07-01,2542.08
548,2012-07-02,4707.2877
549,2012-07-03,6684.9445
550,2012-07-04,9367.307
551,2012-07-05,3103.06054
552,2012-07-06,8492.15192
553,2012-07-07,4382.91
554,2012-07-08,33.984
555,2012-07-09,5109.27364
556,2012-07-10,2585.2245
557,2012-07-11,9034.24296
558,2012-07-12,5471.2080000000005
559,2012-07-13,8228.9015
560,2012-07-14,3906.4185
561,2012-07-15,26.892
562,2012-07-16,7015.9315
563,2012-07-17,4968.6812
564,2012-07-18,6272.59914
565,2012-07-19,1634.973
566,2012-07-20,7687.442
567,2012-07-21,1752.60416
568,2012-07-22,0.0
569,2012-07-23,8516.752
570,2012-07-24,5628.17846
571,2012-07-25,6362.431
572,2012-07-26,4225.54664
573,2012-07-27,4140.5077599999995
574,2012-07-28,1348.761
575,2012-07-29,42.82
576,2012-07-30,5247.402
577,2012-07-31,6716.2685
578,2012-08-01,12391.7964
579,2012-08-02,17671.6471
580,2012-08-03,20849.176620000002
581,2012-08-04,1388.094
582,2012-08-05,2078.9689999999996
583,2012-08-06,7336.64898
584,2012-08-07,9290.4067
585,2012-08-08,8976.3498
586,2012-08-09,12666.19216
587,2012-08-10,15656.0786
588,2012-08-11,1506.948
589,2012-08-12,691.905
590,2012-08-13,5722.6392000000005
591,2012-08-14,14003.467999999999
592,2012-08-15,6844.232
593,2012-08-16,16138.6797
594,2012-08-17,9297.289
595,2012-08-18,6422.0311
596,2012-08-19,33.96
597,2012-08-20,17934.2388
598,2012-08-21,6849.497
599,2012-08-22,9683.2125
600,2012-08-23,10801.219000000001
601,2012-08-24,19841.9538
602,2012-08-25,2598.4365199999997
603,2012-08-26,2258.204
604,2012-08-27,10458.086
605,2012-08-28,16827.2455
606,2012-08-29,15279.03
607,2012-08-30,7040.725
608,2012-08-31,14604.5829
609,2012-09-01,5592.234
610,2012-09-02,2085.825
611,2012-09-03,11086.86004
612,2012-09-04,10733.8545
613,2012-09-05,9362.82758
614,2012-09-06,15371.87288
615,2012-09-07,13642.547
616,2012-09-08,2771.991
617,2012-09-09,3305.814
618,2012-09-10,15473.2303
619,2012-09-11,7064.7848
620,2012-09-12,6633.672
621,2012-09-13,13354.7745
622,2012-09-14,15244.3752
623,2012-09-15,9837.13896
624,2012-09-16,1262.479
625,2012-09-17,16867.1433
626,2012-09-18,17579.18578
627,2012-09-19,5124.1720000000005
628,2012-09-20,17701.159
629,2012-09-21,14294.02724
630,2012-09-22,5308.2784
631,2012-09-23,414.0
632,2012-09-24,15315.2837
633,2012-09-25,9277.6129
634,2012-09-26,10443.35316
635,2012-09-27,11331.2322
636,2012-09-28,14806.4319
637,2012-09-29,7434.0533
638,2012-09-30,668.952
639,2012-10-01,14903.2949
640,2012-10-02,6724.599200000001
641,2012-10-03,9909.529
642,2012-10-04,8740.8626
643,2012-10-05,16411.95278
644,2012-10-06,4668.3783
645,2012-10-07,96.0
646,2012-10-08,5035.7308
647,2012-10-09,8865.54108
648,2012-10-10,9466.34074
649,2012-10-11,11847.6165
650,2012-10-12,10974.386
651,2012-10-13,6026.056
652,2012-10-14,98.44
653,2012-10-15,15018.71396
654,2012-10-16,4260.59174
655,2012-10-17,14582.22988
656,2012-10-18,5181.936
657,2012-10-19,11176.505000000001
658,2012-10-20,4861.925
659,2012-10-21,154.77
660,2012-10-22,6701.6292
661,2012-10-23,8751.5916
662,2012-10-24,11084.47944
663,2012-10-25,17693.51938
664,2012-10-26,5812.545
665,2012-10-27,7347.9572
666,2012-10-28,272.54
667,2012-10-29,6812.0098
668,2012-10-30,12020.5466
669,2012-10-31,7437.6325
670,2012-11-01,11949.44772
671,2012-11-02,18487.45014
672,2012-11-03,5840.65864
673,2012-11-04,820.52
674,2012-11-05,12281.2284
675,2012-11-06,5124.82818
676,2012-11-07,10643.96774
677,2012-11-08,28561.16
678,2012-11-09,12353.3231
679,2012-11-10,15566.35992
680,2012-11-11,1546.368
681,2012-11-12,11421.689
682,2012-11-13,25621.95062
683,2012-11-14,10203.80838
684,2012-11-15,15137.6561
685,2012-11-16,16249.1847
686,2012-11-17,6542.9490000000005
687,2012-11-18,178.2
688,2012-11-19,7551.5076
689,2012-11-20,16073.9935
690,2012-11-21,12834.0034
691,2012-11-22,7020.19
692,2012-11-23,13101.7573
693,2012-11-24,7935.704
694,2012-11-25,385.684
695,2012-11-26,6162.062
696,2012-11-27,10679.3206
697,2012-11-28,13772.07346
698,2012-11-29,10128.2258
699,2012-11-30,9337.1456
700,2012-12-01,15573.4269
701,2012-12-02,282.348
702,2012-12-03,22906.4414
703,2012-12-04,16801.13678
704,2012-12-05,6986.34436
705,2012-12-06,11697.425
706,2012-12-07,11723.7461
707,2012-12-08,4077.124
708,2012-12-09,2455.9500000000003
709,2012-12-10,8745.13128
710,2012-12-11,12184.6973
711,2012-12-12,7409.1392
712,2012-12-13,16506.5184
713,2012-12-14,5520.3778
714,2012-12-15,11397.998
715,2012-12-16,2137.68
716,2012-12-17,13440.209
717,2012-12-18,7509.477
718,2012-12-19,22433.19732
719,2012-12-20,20077.66394
720,2012-12-21,10490.67876
721,2012-12-22,5545.725
722,2012-12-23,606.02
723,2012-12-24,15731.13084
724,2012-12-25,21570.6031
725,2012-12-26,16941.769519999998
726,2012-12-27,15327.6531
727,2012-12-28,14815.168300000001
728,2012-12-29,1870.5077999999999
729,2012-12-30,4823.094
730,2012-12-31,10668.5844
731,2013-01-01,9369.153
732,2013-01-02,11613.8956
733,2013-01-03,5790.969
734,2013-01-04,16266.57344
735,2013-01-05,5795.9995
736,2013-01-06,98.96
737,2013-01-07,12466.376
738,2013-01-08,6649.573
739,2013-01-09,4550.418
740,2013-01-10,7617.9429
741,2013-01-11,4942.5665
742,2013-01-12,7543.6876
743,2013-01-13,46.116
744,2013-01-14,2583.10538
745,2013-01-15,7600.389999999999
746,2013-01-16,4987.9172
747,2013-01-17,3968.6696
748,2013-01-18,7588.74316
749,2013-01-19,5773.737999999999
750,2013-01-20,2252.55
751,2013-01-21,11124.019
752,2013-01-22,6085.718
753,2013-01-23,5145.696
754,2013-01-24,2210.3428
755,2013-01-25,8421.979000000001
756,2013-01-26,1176.5256
757,2013-01-27,1290.42
758,2013-01-28,12537.8485
759,2013-01-29,9020.703
760,2013-01-30,6866.5544
761,2013-01-31,7798.7572
762,2013-02-01,3303.96156
763,2013-02-02,11259.022640000001
764,2013-02-03,1204.71
765,2013-02-04,1414.609
766,2013-02-05,18217.84608
767,2013-02-06,8925.3719
768,2013-02-07,8287.905
769,2013-02-08,9333.5721
770,2013-02-09,5124.833
771,2013-02-10,997.719
772,2013-02-11,8821.35362
773,2013-02-12,6532.916
774,2013-02-13,3511.6101999999996
775,2013-02-14,5786.87468
776,2013-02-15,3596.835
777,2013-02-16,3844.527
778,2013-02-17,0.0
779,2013-02-18,12446.434
780,2013-02-19,7327.4245
781,2013-02-20,4248.398
782,2013-02-21,4173.247
783,2013-02-22,8363.59
784,2013-02-23,1928.082
785,2013-02-24,0.0
786,2013-02-25,5845.52872
787,2013-02-26,5315.825
788,2013-02-27,15505.161399999999
789,2013-02-28,1922.293
790,2013-03-01,6597.06804
791,2013-03-02,7286.518
792,2013-03-03,444.8958
793,2013-03-04,15417.512
794,2013-03-05,8917.34268
795,2013-03-06,6954.35032
796,2013-03-07,3656.2318999999998
797,2013-03-08,9786.367
798,2013-03-09,2424.0645600000003
799,2013-03-10,635.6
800,2013-03-11,18502.21736
801,2013-03-12,5184.498
802,2013-03-13,11326.8795
803,2013-03-14,11487.989
804,2013-03-15,6026.35208
805,2013-03-16,3828.16
806,2013-03-17,35.34
807,2013-03-18,7049.69856
808,2013-03-19,8508.0787
809,2013-03-20,8830.2609
810,2013-03-21,4664.94124
811,2013-03-22,2700.9166999999998
812,2013-03-23,9343.8875
813,2013-03-24,193.24
814,2013-03-25,6929.8997
815,2013-03-26,3764.6951
816,2013-03-27,8676.10938
817,2013-03-28,3555.3726
818,2013-03-29,10828.672
819,2013-03-30,4669.2935
820,2013-03-31,367.578
821,2013-04-01,5679.585
822,2013-04-02,10219.9645
823,2013-04-03,5294.4016
824,2013-04-04,3970.899
825,2013-04-05,8882.754500000001
826,2013-04-06,3030.1485
827,2013-04-07,2496.13
828,2013-04-08,7426.4559
829,2013-04-09,10098.59432
830,2013-04-10,6461.4648
831,2013-04-11,3486.196
832,2013-04-12,8453.2346
833,2013-04-13,3538.985
834,2013-04-14,1176.06
835,2013-04-15,6550.78132
836,2013-04-16,7757.19348
837,2013-04-17,13408.671
838,2013-04-18,7217.33408
839,2013-04-19,5935.0134
840,2013-04-20,5387.88944
841,2013-04-21,0.0
842,2013-04-22,2692.2856
843,2013-04-23,8133.4850400000005
844,2013-04-24,3658.22
845,2013-04-25,9208.55802
846,2013-04-26,10916.00614
847,2013-04-27,2222.706
848,2013-04-28,0.0
849,2013-04-29,3897.4987
850,2013-04-30,10620.8009
851,2013-05-01,11486.8388
852,2013-05-02,1993.9131
853,2013-05-03,10906.3059
854,2013-05-04,7506.0037
855,2013-05-05,1605.4199999999998
856,2013-05-06,6345.916200000001
857,2013-05-07,9004.9013
858,2013-05-08,11563.1095
859,2013-05-09,6235.9187
860,2013-05-10,8156.05
861,2013-05-11,6436.862
862,2013-05-12,436.834
863,2013-05-13,3520.26
864,2013-05-14,10354.08486
865,2013-05-15,8747.5656
866,2013-05-16,14928.2762
867,2013-05-17,8981.65684
868,2013-05-18,2135.17784
869,2013-05-19,832.8
870,2013-05-20,4217.01962
871,2013-05-21,10407.966
872,2013-05-22,9609.7165
873,2013-05-23,4886.85586
874,2013-05-24,22700.50344
875,2013-05-25,3839.1047
876,2013-05-26,1364.89
877,2013-05-27,11794.5539
878,2013-05-28,17001.1588
879,2013-05-29,14578.93724
880,2013-05-30,12983.5511
881,2013-05-31,15936.413
882,2013-06-01,8286.255
883,2013-06-02,1710.822
884,2013-06-03,11974.78
885,2013-06-04,18446.54674
886,2013-06-05,19053.6998
887,2013-06-06,10820.2138
888,2013-06-07,20571.80336
889,2013-06-08,8766.2973
890,2013-06-09,449.67
891,2013-06-10,21924.19572
892,2013-06-11,23931.94808
893,2013-06-12,15274.13606
894,2013-06-13,18579.1949
895,2013-06-14,17450.4206
896,2013-06-15,13960.01572
897,2013-06-16,1241.248
898,2013-06-17,20476.8394
899,2013-06-18,20791.1896
900,2013-06-19,10296.5126
901,2013-06-20,10392.9283
902,2013-06-21,11388.29308
903,2013-06-22,3666.708
904,2013-06-23,2961.438
905,2013-06-24,24123.81282
906,2013-06-25,22756.9316
907,2013-06-26,12466.334
908,2013-06-27,17975.07866
909,2013-06-28,16550.22176
910,2013-06-29,5627.047
911,2013-06-30,4605.03
912,2013-07-01,9508.07888
913,2013-07-02,10953.62664
914,2013-07-03,9431.70904
915,2013-07-04,6050.2232
916,2013-07-05,5129.5397
917,2013-07-06,5712.55404
918,2013-07-07,51.52
919,2013-07-08,16834.878
920,2013-07-09,5904.4355
921,2013-07-10,10176.856
922,2013-07-11,11002.6448
923,2013-07-12,10501.20672
924,2013-07-13,2029.715
925,2013-07-14,2441.02352
926,2013-07-15,10978.83828
927,2013-07-16,10726.3773
928,2013-07-17,5669.85686
929,2013-07-18,4888.334
930,2013-07-19,7928.4999
931,2013-07-20,7852.508
932,2013-07-21,89.95
933,2013-07-22,14716.4437
934,2013-07-23,8701.27792
935,2013-07-24,4495.121
936,2013-07-25,15506.9149
937,2013-07-26,11296.7505
938,2013-07-27,977.52
939,2013-07-28,716.7330000000001
940,2013-07-29,7271.4761
941,2013-07-30,5760.467
942,2013-07-31,6623.8724999999995
943,2013-08-01,15739.88888
944,2013-08-02,9884.04422
945,2013-08-03,4220.29
946,2013-08-04,3406.9704
947,2013-08-05,6754.5477
948,2013-08-06,12377.637
