,Order Date,sales
156,2013-12-30,92157.60844
157,2014-01-06,49260.47974
158,2014-01-13,43419.4056
159,2014-01-20,70564.82834000001
160,2014-01-27,52147.40728
161,2014-02-03,45420.7421
162,2014-02-10,46974.3788
163,2014-02-17,58221.373100000004
164,2014-02-24,43145.131
165,2014-03-03,39358.90464
166,2014-03-10,40131.172
167,2014-03-17,71563.61624
168,2014-03-24,75486.03138
169,2014-03-31,67689.93452
170,2014-04-07,53032.64852
171,2014-04-14,60522.48562
172,2014-04-21,63708.2597
173,2014-04-28,51261.36572
174,2014-05-05,47684.45034
175,2014-05-12,70712.25176
176,2014-05-19,71668.20832
177,2014-05-26,57307.19954
178,2014-06-02,73053.89682
179,2014-06-09,88029.28018
180,2014-06-16,86421.40906
181,2014-06-23,100868.92434
182,2014-06-30,108716.59062
183,2014-07-07,64227.31786
184,2014-07-14,56224.69488
185,2014-07-21,55474.36766
186,2014-07-28,50542.73434
187,2014-08-04,87890.25474
188,2014-08-11,102832.48632
189,2014-08-18,104816.06168
190,2014-08-25,109267.24494
191,2014-09-01,100817.80342
192,2014-09-08,124843.93058
193,2014-09-15,90515.22458
194,2014-09-22,117718.18182
195,2014-09-29,117860.3237
196,2014-10-06,97339.74244
197,2014-10-13,94646.00598
198,2014-10-20,87660.35122
199,2014-10-27,89495.24266
200,2014-11-03,93991.39868
201,2014-11-10,125645.29262
202,2014-11-17,125296.42588
203,2014-11-24,156628.90864
204,2014-12-01,138365.32886
205,2014-12-08,112271.54282
206,2014-12-15,116753.29114
207,2014-12-22,88431.7711
208,2014-12-29,138026.71852
209,2015-01-05,55198.85788
