id,Order Date,Segment,sales,truncated
100,2011-08-22,Corporate,28743.21638,29.0
101,2011-08-22,Home Office,3540.5125,4.0
102,2011-08-29,Consumer,16803.06722,17.0
103,2011-08-29,Corporate,13879.305,14.0
104,2011-08-29,Home Office,8558.77382,9.0
105,2011-09-05,Consumer,29843.0333,30.0
106,2011-09-05,Corporate,7344.6812,7.0
107,2011-09-05,Home Office,3573.9422,4.0
108,2011-09-12,Consumer,41235.40916,41.0
109,2011-09-12,Corporate,27875.64928,28.0
110,2011-09-12,Home Office,14637.889,15.0
111,2011-09-19,Consumer,33659.5161,34.0
112,2011-09-19,Corporate,21074.62244,21.0
113,2011-09-19,Home Office,4941.8225,5.0
114,2011-09-26,Consumer,51734.0015,52.0
115,2011-09-26,Corporate,8559.5075,9.0
116,2011-09-26,Home Office,15343.99224,15.0
117,2011-10-03,Consumer,30619.28924,31.0
118,2011-10-03,Corporate,15039.68478,15.0
119,2011-10-03,Home Office,9799.468,10.0
120,2011-10-10,Consumer,17347.3231,17.0
121,2011-10-10,Corporate,19796.51016,20.0
122,2011-10-10,Home Office,14053.48558,14.0
123,2011-10-17,Consumer,26303.89036,26.0
124,2011-10-17,Corporate,14951.05308,15.0
125,2011-10-17,Home Office,5257.719,5.0
126,2011-10-24,Consumer,15459.4237,15.0
127,2011-10-24,Corporate,15943.0514,16.0
128,2011-10-24,Home Office,10071.75176,10.0
129,2011-10-31,Consumer,34969.2938,35.0
130,2011-10-31,Corporate,9815.3457,10.0
131,2011-10-31,Home Office,4217.544,4.0
132,2011-11-07,Consumer,48918.5338,49.0
133,2011-11-07,Corporate,22847.0375,23.0
134,2011-11-07,Home Office,18694.68506,19.0
135,2011-11-14,Consumer,35413.61664,35.0
136,2011-11-14,Corporate,9927.36144,10.0
137,2011-11-14,Home Office,22799.044,23.0
138,2011-11-21,Consumer,35523.5841,36.0
139,2011-11-21,Corporate,15797.1833,16.0
140,2011-11-21,Home Office,11023.646,11.0
141,2011-11-28,Consumer,34908.00778,35.0
142,2011-11-28,Corporate,18731.4139,19.0
143,2011-11-28,Home Office,9299.518100000001,9.0
144,2011-12-05,Consumer,27907.4694,28.0
145,2011-12-05,Corporate,19593.12114,20.0
146,2011-12-05,Home Office,8541.949,9.0
147,2011-12-12,Consumer,25013.17514,25.0
148,2011-12-12,Corporate,29047.87306,29.0
149,2011-12-12,Home Office,13169.14612,13.0
150,2011-12-19,Consumer,44555.04904,45.0
151,2011-12-19,Corporate,24095.2699,24.0
152,2011-12-19,Home Office,13857.85196,14.0
153,2011-12-26,Consumer,42806.1887,43.0
154,2011-12-26,Corporate,29887.19742,30.0
155,2011-12-26,Home Office,10773.0613,11.0
156,2012-01-02,Consumer,29112.65742,29.0
157,2012-01-02,Corporate,29237.9006,29.0
158,2012-01-02,Home Office,10947.395,11.0
159,2012-01-09,Consumer,15789.7595,16.0
160,2012-01-09,Corporate,2749.0787,3.0
161,2012-01-09,Home Office,3213.595,3.0
162,2012-01-16,Consumer,24350.141,24.0
163,2012-01-16,Corporate,13371.629,13.0
164,2012-01-16,Home Office,2738.64,3.0
165,2012-01-23,Consumer,18338.9239,18.0
166,2012-01-23,Corporate,6141.0676,6.0
167,2012-01-23,Home Office,6118.8345,6.0
168,2012-01-30,Consumer,21839.5255,22.0
169,2012-01-30,Corporate,7421.91884,7.0
170,2012-01-30,Home Office,2455.279,2.0
171,2012-02-06,Consumer,21731.413,22.0
172,2012-02-06,Corporate,5735.9679,6.0
173,2012-02-06,Home Office,2125.49524,2.0
174,2012-02-13,Consumer,9595.24434,10.0
175,2012-02-13,Corporate,5650.4676,6.0
176,2012-02-13,Home Office,4634.5983,5.0
177,2012-02-20,Consumer,10700.4266,11.0
178,2012-02-20,Corporate,6198.8456,6.0
179,2012-02-20,Home Office,4523.3484,5.0
180,2012-02-27,Consumer,12855.9055,13.0
181,2012-02-27,Corporate,3733.2345,4.0
182,2012-02-27,Home Office,10181.61,10.0
183,2012-03-05,Consumer,13553.024,14.0
184,2012-03-05,Corporate,8756.9554,9.0
185,2012-03-05,Home Office,5291.72212,5.0
186,2012-03-12,Consumer,17780.92236,18.0
187,2012-03-12,Corporate,4021.55,4.0
188,2012-03-12,Home Office,6536.005,7.0
189,2012-03-19,Consumer,23548.5633,24.0
190,2012-03-19,Corporate,12380.632,12.0
191,2012-03-19,Home Office,6710.1175,7.0
192,2012-03-26,Consumer,18726.41516,19.0
193,2012-03-26,Corporate,15244.88144,15.0
194,2012-03-26,Home Office,8784.72,9.0
195,2012-04-02,Consumer,14912.3778,15.0
196,2012-04-02,Corporate,9844.24588,10.0
197,2012-04-02,Home Office,6191.63,6.0
198,2012-04-09,Consumer,13664.11548,14.0
199,2012-04-09,Corporate,11122.83948,11.0
200,2012-04-09,Home Office,6888.6262400000005,7.0
201,2012-04-16,Consumer,37831.97052,38.0
202,2012-04-16,Corporate,5223.6532,5.0
203,2012-04-16,Home Office,4409.651,4.0
204,2012-04-23,Consumer,13502.7967,14.0
205,2012-04-23,Corporate,18759.40528,19.0
206,2012-04-23,Home Office,6043.47732,6.0
207,2012-04-30,Consumer,23126.3585,23.0
208,2012-04-30,Corporate,9775.44,10.0
209,2012-04-30,Home Office,5586.268,6.0
210,2012-05-07,Consumer,18707.90382,19.0
211,2012-05-07,Corporate,7282.02772,7.0
212,2012-05-07,Home Office,10229.5478,10.0
213,2012-05-14,Consumer,24968.54128,25.0
214,2012-05-14,Corporate,17288.3491,17.0
215,2012-05-14,Home Office,5399.078,5.0
216,2012-05-21,Consumer,22280.44442,22.0
217,2012-05-21,Corporate,9647.8232,10.0
218,2012-05-21,Home Office,7622.9458,8.0
219,2012-05-28,Consumer,24339.8485,24.0
220,2012-05-28,Corporate,20701.5653,21.0
221,2012-05-28,Home Office,7468.55,7.0
222,2012-06-04,Consumer,36524.93886,37.0
223,2012-06-04,Corporate,12674.5243,13.0
224,2012-06-04,Home Office,5746.9421,6.0
225,2012-06-11,Consumer,31870.08282,32.0
226,2012-06-11,Corporate,21716.8243,22.0
227,2012-06-11,Home Office,3822.7538,4.0
228,2012-06-18,Consumer,38097.55162,38.0
229,2012-06-18,Corporate,15472.9987,15.0
230,2012-06-18,Home Office,9817.026,10.0
231,2012-06-25,Consumer,41864.6439,42.0
232,2012-06-25,Corporate,20741.835,21.0
233,2012-06-25,Home Office,10770.9873,11.0
234,2012-07-02,Consumer,21379.1691,21.0
235,2012-07-02,Corporate,18795.472420000002,19.0
236,2012-07-02,Home Office,6557.5822,7.0
237,2012-07-09,Consumer,19653.21456,20.0
238,2012-07-09,Corporate,11502.37364,12.0
239,2012-07-09,Home Office,6018.0434,6.0
240,2012-07-16,Consumer,18866.79846,19.0
241,2012-07-16,Corporate,11304.9715,11.0
242,2012-07-16,Home Office,6097.049,6.0
243,2012-07-23,Consumer,18517.4652,19.0
244,2012-07-23,Corporate,9194.5801,9.0
245,2012-07-23,Home Office,3121.0062000000003,3.0
246,2012-07-30,Consumer,16273.50962,16.0
247,2012-07-30,Corporate,6694.839,7.0
248,2012-07-30,Home Office,4027.29824,4.0
249,2012-08-06,Consumer,37292.05832,37.0
250,2012-08-06,Corporate,19913.02928,20.0
251,2012-08-06,Home Office,11227.513,11.0
252,2012-08-13,Consumer,36269.7723,36.0
253,2012-08-13,Corporate,14465.68216,14.0
254,2012-08-13,Home Office,3775.065,4.0
255,2012-08-20,Consumer,37351.026,37.0
256,2012-08-20,Corporate,18964.7708,19.0
257,2012-08-20,Home Office,14358.1018,14.0
258,2012-08-27,Consumer,33435.3428,33.0
259,2012-08-27,Corporate,13393.42702,13.0
260,2012-08-27,Home Office,15661.839,16.0
261,2012-09-03,Consumer,30555.12444,31.0
262,2012-09-03,Corporate,22427.268,22.0
263,2012-09-03,Home Office,19534.11,20.0
264,2012-09-10,Consumer,38089.39286,38.0
265,2012-09-10,Corporate,19291.5762,19.0
266,2012-09-10,Home Office,13281.1682,13.0
267,2012-09-17,Consumer,45880.3472,46.0
268,2012-09-17,Corporate,16311.8,16.0
269,2012-09-17,Home Office,8072.22056,8.0
270,2012-09-24,Consumer,42562.2594,43.0
271,2012-09-24,Corporate,21147.65204,21.0
272,2012-09-24,Home Office,12026.19468,12.0
273,2012-10-01,Consumer,37783.5627,38.0
274,2012-10-01,Corporate,19238.5008,19.0
275,2012-10-01,Home Office,11842.86686,12.0
276,2012-10-08,Consumer,26461.16458,26.0
277,2012-10-08,Corporate,12453.4257,12.0
278,2012-10-08,Home Office,12672.4624,13.0
279,2012-10-15,Consumer,36829.21924,37.0
280,2012-10-15,Corporate,21887.36808,22.0
281,2012-10-15,Home Office,3580.5069599999997,4.0
282,2012-10-22,Consumer,22914.21858,23.0
283,2012-10-22,Corporate,12563.941,13.0
284,2012-10-22,Home Office,11441.427239999999,11.0
285,2012-10-29,Consumer,31510.88418,32.0
286,2012-10-29,Corporate,17763.764,18.0
287,2012-10-29,Home Office,8499.99424,8.0
288,2012-11-05,Consumer,35440.84412,35.0
289,2012-11-05,Corporate,18571.43088,19.0
290,2012-11-05,Home Office,14825.209,15.0
291,2012-11-12,Consumer,36572.03352,37.0
292,2012-11-12,Corporate,34994.06086,35.0
293,2012-11-12,Home Office,13651.60156,14.0
294,2012-11-19,Consumer,39523.7986,40.0
295,2012-11-19,Corporate,24402.73802,24.0
296,2012-11-19,Home Office,17558.71978,18.0
297,2012-11-26,Consumer,39872.7281,40.0
298,2012-11-26,Corporate,19161.9301,19.0
299,2012-11-26,Home Office,4478.736,4.0
300,2012-12-03,Consumer,41072.32016,41.0
301,2012-12-03,Corporate,23421.7868,23.0
302,2012-12-03,Home Office,18184.8748,18.0
303,2012-12-10,Consumer,31532.38386,32.0
304,2012-12-10,Corporate,17457.12348,17.0
305,2012-12-10,Home Office,13497.35018,13.0
306,2012-12-17,Consumer,44688.2688,45.0
307,2012-12-17,Corporate,18575.3539,19.0
308,2012-12-17,Home Office,5332.997,5.0
309,2012-12-24,Consumer,45046.2968,45.0
310,2012-12-24,Corporate,25896.0101,26.0
311,2012-12-24,Home Office,11451.58596,11.0
312,2012-12-31,Consumer,46038.00586,46.0
313,2012-12-31,Corporate,25092.4114,25.0
314,2012-12-31,Home Office,14886.96296,15.0
315,2013-01-07,Consumer,35022.16394,35.0
316,2013-01-07,Corporate,19552.987,20.0
317,2013-01-07,Home Office,6826.7756,7.0
318,2013-01-14,Consumer,15457.22488,15.0
319,2013-01-14,Corporate,10100.9676,10.0
320,2013-01-14,Home Office,8375.2169,8.0
321,2013-01-21,Consumer,20120.2712,20.0
322,2013-01-21,Corporate,11772.20816,12.0
323,2013-01-21,Home Office,11403.5476,11.0
324,2013-01-28,Consumer,11168.348,11.0
325,2013-01-28,Corporate,17672.393500000002,18.0
326,2013-01-28,Home Office,8027.7884,8.0
327,2013-02-04,Consumer,27945.165900000004,28.0
328,2013-02-04,Corporate,8648.064699999999,9.0
329,2013-02-04,Home Office,4275.0872,4.0
330,2013-02-11,Consumer,24906.84542,25.0
331,2013-02-11,Corporate,20965.47038,21.0
332,2013-02-11,Home Office,13836.2849,14.0
333,2013-02-18,Consumer,22775.07818,23.0
334,2013-02-18,Corporate,9739.5465,10.0
335,2013-02-18,Home Office,3204.5722,3.0
336,2013-02-25,Consumer,12978.52872,13.0
337,2013-02-25,Corporate,8949.537,9.0
338,2013-02-25,Home Office,9958.2045,10.0
339,2013-03-04,Consumer,33700.92124,34.0
340,2013-03-04,Corporate,10039.077,10.0
341,2013-03-04,Home Office,8749.275,9.0
342,2013-03-11,Consumer,24393.007859999998,24.0
343,2013-03-11,Corporate,13354.89788,13.0
344,2013-03-11,Home Office,13128.26808,13.0
345,2013-03-18,Consumer,17177.37272,17.0
346,2013-03-18,Corporate,16838.4935,17.0
347,2013-03-18,Home Office,10923.05092,11.0
348,2013-03-25,Consumer,27322.6598,27.0
349,2013-03-25,Corporate,8406.02094,8.0
350,2013-03-25,Home Office,5442.544,5.0
351,2013-04-01,Consumer,22543.61598,23.0
352,2013-04-01,Corporate,10021.3396,10.0
353,2013-04-01,Home Office,4976.35,5.0
354,2013-04-08,Consumer,18481.139,18.0
355,2013-04-08,Corporate,18286.669,18.0
356,2013-04-08,Home Office,4552.946,5.0
357,2013-04-15,Consumer,21515.92272,22.0
358,2013-04-15,Corporate,8306.1444,8.0
359,2013-04-15,Home Office,9943.24892,10.0
360,2013-04-22,Consumer,17416.88572,17.0
361,2013-04-22,Corporate,17168.349000000002,17.0
362,2013-04-22,Home Office,7813.15228,8.0
363,2013-04-29,Consumer,22935.82454,23.0
364,2013-04-29,Corporate,7478.05236,7.0
365,2013-04-29,Home Office,7622.597,8.0
366,2013-05-06,Consumer,29843.2384,30.0
367,2013-05-06,Corporate,16537.3208,17.0
368,2013-05-06,Home Office,4084.6394,4.0
369,2013-05-13,Consumer,25138.0357,25.0
370,2013-05-13,Corporate,12901.1883,13.0
371,2013-05-13,Home Office,7314.7115,7.0
372,2013-05-20,Consumer,24901.36748,25.0
373,2013-05-20,Corporate,17153.75542,17.0
374,2013-05-20,Home Office,8141.45806,8.0
375,2013-05-27,Consumer,38428.19236,38.0
376,2013-05-27,Corporate,13100.23486,13.0
377,2013-05-27,Home Office,13075.163180000001,13.0
378,2013-06-03,Consumer,36315.9018,36.0
379,2013-06-03,Corporate,37382.66404,37.0
380,2013-06-03,Home Office,8773.3513,9.0
381,2013-06-10,Consumer,49357.17406,49.0
382,2013-06-10,Corporate,26373.41006,26.0
383,2013-06-10,Home Office,24301.8426,24.0
384,2013-06-17,Consumer,53465.49386,53.0
385,2013-06-17,Corporate,32639.8824,33.0
386,2013-06-17,Home Office,24808.4265,25.0
387,2013-06-24,Consumer,50208.34934,50.0
388,2013-06-24,Corporate,25111.0693,25.0
389,2013-06-24,Home Office,8301.46376,8.0
390,2013-07-01,Consumer,49945.5063,50.0
391,2013-07-01,Corporate,24814.09204,25.0
392,2013-07-01,Home Office,14729.12356,15.0
393,2013-07-08,Consumer,23654.27594,24.0
394,2013-07-08,Corporate,22150.65568,22.0
395,2013-07-08,Home Office,8359.119,8.0
396,2013-07-15,Consumer,27483.070639999998,27.0
397,2013-07-15,Corporate,12992.10718,13.0
398,2013-07-15,Home Office,12559.542,13.0
399,2013-07-22,Consumer,25147.84734,25.0
400,2013-07-22,Corporate,18380.85932,18.0
401,2013-07-22,Home Office,8343.2631,8.0
402,2013-07-29,Consumer,34065.63512,34.0
403,2013-07-29,Corporate,7287.0028,7.0
404,2013-07-29,Home Office,7613.1555,8.0
405,2013-08-05,Consumer,18272.39922,18.0
406,2013-08-05,Corporate,27332.725580000002,27.0
407,2013-08-05,Home Office,6784.9559,7.0
408,2013-08-12,Consumer,31327.65408,31.0
409,2013-08-12,Corporate,23983.14464,24.0
410,2013-08-12,Home Office,9211.20736,9.0
411,2013-08-19,Consumer,34806.84452,35.0
412,2013-08-19,Corporate,34988.39938,35.0
413,2013-08-19,Home Office,10089.3202,10.0
414,2013-08-26,Consumer,35971.0092,36.0
415,2013-08-26,Corporate,23680.4415,24.0
416,2013-08-26,Home Office,22554.865,23.0
417,2013-09-02,Consumer,25840.42614,26.0
418,2013-09-02,Corporate,26470.68734,26.0
419,2013-09-02,Home Office,20298.604,20.0
420,2013-09-09,Consumer,58568.5412,59.0
421,2013-09-09,Corporate,18516.70868,19.0
422,2013-09-09,Home Office,10881.8147,11.0
423,2013-09-16,Consumer,45120.9618,45.0
424,2013-09-16,Corporate,33742.733159999996,34.0
425,2013-09-16,Home Office,23488.23904,23.0
426,2013-09-23,Consumer,44156.94098,44.0
427,2013-09-23,Corporate,22823.6352,23.0
428,2013-09-23,Home Office,19838.97336,20.0
429,2013-09-30,Consumer,38441.34236,38.0
430,2013-09-30,Corporate,34678.886,35.0
431,2013-09-30,Home Office,13620.914,14.0
432,2013-10-07,Consumer,32070.93536,32.0
433,2013-10-07,Corporate,30611.3642,31.0
434,2013-10-07,Home Office,13551.92184,14.0
435,2013-10-14,Consumer,27162.88806,27.0
436,2013-10-14,Corporate,13383.8165,13.0
437,2013-10-14,Home Office,15864.435,16.0
438,2013-10-21,Consumer,37214.956940000004,37.0
439,2013-10-21,Corporate,21866.36216,22.0
440,2013-10-21,Home Office,11467.22872,11.0
441,2013-10-28,Consumer,26861.2286,27.0
442,2013-10-28,Corporate,12730.67764,13.0
443,2013-10-28,Home Office,14589.161759999999,15.0
444,2013-11-04,Consumer,29017.88366,29.0
445,2013-11-04,Corporate,27596.41776,28.0
446,2013-11-04,Home Office,17352.72464,17.0
447,2013-11-11,Consumer,55793.33912,56.0
448,2013-11-11,Corporate,18273.921,18.0
449,2013-11-11,Home Office,10371.5113,10.0
450,2013-11-18,Consumer,43716.24128,44.0
451,2013-11-18,Corporate,26626.5776,27.0
452,2013-11-18,Home Office,12611.0557,13.0
453,2013-11-25,Consumer,34711.54162,35.0
454,2013-11-25,Corporate,33739.0458,34.0
455,2013-11-25,Home Office,12773.451000000001,13.0
456,2013-12-02,Consumer,58576.86196,59.0
457,2013-12-02,Corporate,30747.60636,31.0
458,2013-12-02,Home Office,15121.7434,15.0
459,2013-12-09,Consumer,50940.6002,51.0
460,2013-12-09,Corporate,21918.008,22.0
461,2013-12-09,Home Office,12564.02792,13.0
462,2013-12-16,Consumer,33220.88024,33.0
463,2013-12-16,Corporate,35495.3507,35.0
464,2013-12-16,Home Office,22053.86592,22.0
465,2013-12-23,Consumer,60282.78926,60.0
466,2013-12-23,Corporate,29278.53304,29.0
467,2013-12-23,Home Office,16357.097399999999,16.0
468,2013-12-30,Consumer,52658.43792,53.0
469,2013-12-30,Corporate,30285.02962,30.0
470,2013-12-30,Home Office,9214.1409,9.0
471,2014-01-06,Consumer,27704.3804,28.0
472,2014-01-06,Corporate,14513.63284,15.0
473,2014-01-06,Home Office,7042.4665,7.0
474,2014-01-13,Consumer,18614.9035,19.0
475,2014-01-13,Corporate,17156.6601,17.0
476,2014-01-13,Home Office,7647.842,8.0
477,2014-01-20,Consumer,42884.2169,43.0
478,2014-01-20,Corporate,16101.13964,16.0
479,2014-01-20,Home Office,11579.4718,12.0
480,2014-01-27,Consumer,29515.50338,30.0
481,2014-01-27,Corporate,12428.6129,12.0
482,2014-01-27,Home Office,10203.291,10.0
483,2014-02-03,Consumer,20404.8985,20.0
484,2014-02-03,Corporate,17289.5256,17.0
485,2014-02-03,Home Office,7726.318,8.0
486,2014-02-10,Consumer,17824.63,18.0
487,2014-02-10,Corporate,20128.145800000002,20.0
488,2014-02-10,Home Office,9021.603000000001,9.0
489,2014-02-17,Consumer,26948.854900000002,27.0
490,2014-02-17,Corporate,19752.1242,20.0
491,2014-02-17,Home Office,11520.394,12.0
492,2014-02-24,Consumer,19504.1916,20.0
493,2014-02-24,Corporate,12574.1964,13.0
494,2014-02-24,Home Office,11066.743,11.0
495,2014-03-03,Consumer,15935.78728,16.0
496,2014-03-03,Corporate,14963.88936,15.0
497,2014-03-03,Home Office,8459.228,8.0
498,2014-03-10,Consumer,17005.5563,17.0
499,2014-03-10,Corporate,13043.977200000001,13.0
500,2014-03-10,Home Office,10081.6385,10.0
501,2014-03-17,Consumer,31215.22704,31.0
502,2014-03-17,Corporate,18687.8436,19.0
503,2014-03-17,Home Office,21660.5456,22.0
504,2014-03-24,Consumer,42508.6885,43.0
505,2014-03-24,Corporate,15659.0142,16.0
506,2014-03-24,Home Office,17318.32868,17.0
507,2014-03-31,Consumer,36928.724239999996,37.0
508,2014-03-31,Corporate,21855.61476,22.0
509,2014-03-31,Home Office,8905.595519999999,9.0
510,2014-04-07,Consumer,20862.9147,21.0
511,2014-04-07,Corporate,22938.47082,23.0
512,2014-04-07,Home Office,9231.263,9.0
513,2014-04-14,Consumer,23305.58328,23.0
514,2014-04-14,Corporate,28150.67004,28.0
515,2014-04-14,Home Office,9066.2323,9.0
516,2014-04-21,Consumer,33410.53522,33.0
517,2014-04-21,Corporate,18237.85988,18.0
518,2014-04-21,Home Office,12059.8646,12.0
519,2014-04-28,Consumer,29671.196500000002,30.0
520,2014-04-28,Corporate,10621.12722,11.0
521,2014-04-28,Home Office,10969.042,11.0
522,2014-05-05,Consumer,26790.19354,27.0
523,2014-05-05,Corporate,12161.059,12.0
524,2014-05-05,Home Office,8733.1978,9.0
525,2014-05-12,Consumer,38617.5992,39.0
526,2014-05-12,Corporate,19921.68506,20.0
527,2014-05-12,Home Office,12172.9675,12.0
528,2014-05-19,Consumer,35810.623,36.0
529,2014-05-19,Corporate,19370.2229,19.0
530,2014-05-19,Home Office,16487.36242,16.0
531,2014-05-26,Consumer,29835.75654,30.0
532,2014-05-26,Corporate,17176.4088,17.0
533,2014-05-26,Home Office,10295.0342,10.0
534,2014-06-02,Consumer,34103.29982,34.0
535,2014-06-02,Corporate,24942.198,25.0
536,2014-06-02,Home Office,14008.399,14.0
537,2014-06-09,Consumer,46319.09522,46.0
538,2014-06-09,Corporate,21868.09966,22.0
539,2014-06-09,Home Office,19842.0853,20.0
540,2014-06-16,Consumer,41219.8707,41.0
541,2014-06-16,Corporate,31757.59836,32.0
542,2014-06-16,Home Office,13443.94,13.0
543,2014-06-23,Consumer,46216.19872,46.0
544,2014-06-23,Corporate,36609.35012,37.0
545,2014-06-23,Home Office,18043.3755,18.0
546,2014-06-30,Consumer,57713.58264,58.0
547,2014-06-30,Corporate,28107.50706,28.0
548,2014-06-30,Home Office,22895.50092,23.0
549,2014-07-07,Consumer,34407.97986,34.0
550,2014-07-07,Corporate,15416.753,15.0
551,2014-07-07,Home Office,14402.585,14.0
552,2014-07-14,Consumer,32658.36504,33.0
553,2014-07-14,Corporate,14360.217,14.0
554,2014-07-14,Home Office,9206.11284,9.0
555,2014-07-21,Consumer,26018.19124,26.0
556,2014-07-21,Corporate,18679.1335,19.0
557,2014-07-21,Home Office,10777.04292,11.0
558,2014-07-28,Consumer,21157.882,21.0
559,2014-07-28,Corporate,17147.402140000002,17.0
560,2014-07-28,Home Office,12237.4502,12.0
561,2014-08-04,Consumer,37470.46894,37.0
562,2014-08-04,Corporate,32302.535799999998,32.0
563,2014-08-04,Home Office,18117.25,18.0
564,2014-08-11,Consumer,54195.90098,54.0
565,2014-08-11,Corporate,29975.85654,30.0
566,2014-08-11,Home Office,18660.7288,19.0
567,2014-08-18,Consumer,51875.02014,52.0
568,2014-08-18,Corporate,32850.73104,33.0
569,2014-08-18,Home Office,20090.3105,20.0
570,2014-08-25,Consumer,58586.71894,59.0
571,2014-08-25,Corporate,34670.0223,35.0
572,2014-08-25,Home Office,16010.503700000001,16.0
573,2014-09-01,Consumer,38028.24442,38.0
574,2014-09-01,Corporate,32288.4681,32.0
575,2014-09-01,Home Office,30501.0909,31.0
576,2014-09-08,Consumer,63363.43746,63.0
577,2014-09-08,Corporate,40307.47532,40.0
578,2014-09-08,Home Office,21173.017799999998,21.0
579,2014-09-15,Consumer,39992.73708,40.0
580,2014-09-15,Corporate,32071.5589,32.0
581,2014-09-15,Home Office,18450.9286,18.0
